siteid,TIMESTAMP,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,TA_F_MDS,SW_IN_F_MDS,LW_IN_F_MDS,VPD_F_MDS,CO2_F_MDS,PPFD_IN,GPP_NT_VUT_REF,USTAR
CH-Lae,2014-10-20,14.275,113.947,330.409,2.799,93.692,4.516,3.21,14.275,113.947,330.409,2.799,438.533,240.763916667,2.0989,0.434154272727
CH-Lae,2014-10-21,10.568,65.732,352.6,1.393,93.049,13.989,4.759,10.568,65.732,352.6,1.393,447.649,140.8035,1.37764,0.784046365854
CH-Lae,2014-10-22,2.092,27.814,323.68,0.399,93.563,13.411,4.886,2.092,27.814,323.68,0.399,492.804,60.8065625,7.54196,0.798616477273
CH-Lae,2014-10-23,3.873,56.728,329.262,0.946,93.945,2.467,3.056,3.873,56.728,329.262,0.946,421.19,112.982145833,7.10815,0.500224674359
CH-Lae,2014-10-24,4.854,83.333,281.395,1.192,93.652,0,2.652,4.854,83.333,281.395,1.192,389.654,162.6394375,7.26686,0.5912352
CH-Lae,2014-10-25,7.013,62.682,337.289,1.412,93.671,0.931,0.754,7.013,62.682,337.289,1.412,427.614,130.779354167,3.03265,0.181810010345
CH-Lae,2014-10-26,9.592,119.893,288.777,2.087,94.035,0,2.259,9.592,119.893,288.777,2.087,390.429,243.937583333,2.67077,0.580248416667
CH-Lae,2014-10-27,5.228,18.338,324.622,0.241,93.97,0,1.488,5.228,18.338,324.622,0.241,390.831,42.9797708333,6.80561,0.371079790698
CH-Lae,2014-10-28,7.277,81.87,305.723,1.213,93.553,0,1.191,7.277,81.87,305.723,1.213,394.446,156.788979167,3.95059,0.217282788636
CH-Lae,2014-10-29,7.995,114.618,279.092,1.241,93.52,0,2.121,7.995,114.618,279.092,1.241,398.507,224.176041667,2.5314,0.355077863636
CH-Lae,2014-10-30,9.478,99.118,301.56,3.049,93.986,0,1.153,9.478,99.118,301.56,3.049,409.436,200.843875,0.738766,0.197822859375
CH-Lae,2014-10-31,10.156,125.185,268.1,4.112,94.11,0,1.382,10.156,125.185,268.1,4.112,390.994,256.733958333,1.27978,0.213422381081
CH-Lae,2014-11-01,10.061,129.517,260.593,2.617,93.907,0,0.83,10.061,129.517,260.593,2.617,398.41,261.21175,-0.911937,0.21882656
CH-Lae,2014-11-02,9.523,128.237,254.735,2.812,93.491,0,2.414,9.523,128.237,254.735,2.812,397.182,259.269833333,-0.286821,0.384571057143
CH-Lae,2014-11-03,10.384,74.251,274.61,4.352,92.564,0,2.044,10.384,74.251,274.61,4.352,386.274,151.913541667,-2.35912,0.3803697
CH-Lae,2014-11-04,10.051,73.039,290.006,4.509,91.341,0.669,2.66,10.051,73.039,290.006,4.509,389.162,152.146520833,-0.181161,0.464044090909
CH-Lae,2014-11-05,1.346,6.784,327.05,0.061,91.997,35.778,2.275,1.346,6.784,327.05,0.061,414.666,21.7144375,3.44354,0.445185955556
CH-Lae,2014-11-06,0.512,27.801,321.287,0.03,92.814,2.117,0.951,0.512,27.801,321.287,0.03,408.363,54.1468541667,4.0099,0.183811718919
CH-Lae,2014-11-07,3.797,114.243,289.266,1.015,92.721,0,2.266,3.797,114.243,289.266,1.015,403.685,220.8911875,4.25135,0.442638764706
CH-Lae,2014-11-08,6.173,121.8,253.433,1.577,92.898,0,2.151,6.173,121.8,253.433,1.577,389.362,240.289145833,2.54286,0.539011974359
CH-Lae,2014-11-09,5.377,83.644,262.439,1.15,92.548,0.965,1.318,5.377,83.644,262.439,1.15,399.889,168.837458333,3.14757,0.39077215625
CH-Lae,2014-11-10,5.267,26.745,310.047,0.98,92.835,5.366,1.281,5.267,26.745,310.047,0.98,412.544,59.9594583333,1.67575,0.278769305405
CH-Lae,2014-11-11,3.709,31.039,307.994,0.037,92.287,0.001,0.952,3.709,31.039,307.994,0.037,396.438,64.0206666667,3.34809,0.367168097561
CH-Lae,2014-11-12,4.483,47.757,333.772,0.026,92.179,14,1.576,4.483,47.757,333.772,0.026,418.28,98.109875,3.86834,0.330676295455
CH-Lae,2014-11-13,6.429,50.284,335.583,0.245,92.796,3.839,1.481,6.429,50.284,335.583,0.245,433.822,103.227270833,1.66674,0.329225309524
CH-Lae,2014-11-14,4.833,48.661,330.69,0.095,92.531,0.248,1.14,4.833,48.661,330.69,0.095,405.299,96.2443333333,3.71661,0.310331628571
CH-Lae,2014-11-15,5.556,53.728,322.425,0.352,91.983,21.201,2.123,5.556,53.728,322.425,0.352,408.302,113.629255319,1.31786,0.495484756757
CH-Lae,2014-11-16,4.777,53.447,314.109,0.953,92.031,9.14,2.226,4.777,53.447,314.109,0.953,451.347,106.591625,2.9838,0.422132435897
CH-Lae,2014-11-17,4.41,49.265,312.353,0.626,92.111,13.516,1.465,4.41,49.265,312.353,0.626,440.536,100.98983333300001,1.86683,0.350722389474
CH-Lae,2014-11-18,3.459,57.296,317.077,0.164,92.454,5.04,2.604,3.459,57.296,317.077,0.164,463.8,113.085416667,3.59012,0.503567717949
CH-Lae,2014-11-19,4.638,79.46,287.402,1.261,93.419,0.191,1.859,4.638,79.46,287.402,1.261,404.065,154.163,4.88705,0.315954657895
CH-Lae,2014-11-20,2.443,50.856,283.565,0.414,93.842,0,1.21,2.443,50.856,283.565,0.414,407.152,100.203041667,1.2576,0.439084794118
CH-Lae,2014-11-21,4.199,65.642,302.421,0.95,93.645,0,0.897,4.199,65.642,302.421,0.95,419.122,132.3695625,3.08879,0.35118120625
CH-Lae,2014-11-22,7.377,90.763,255.776,2.359,93.629,0,0.729,7.377,90.763,255.776,2.359,411.366,182.446916667,2.47479,0.212845775
CH-Lae,2014-11-23,6.409,88.691,266.068,1.718,93.714,0,0.731,6.409,88.691,266.068,1.718,411.669,175.395333333,1.57651,0.312218419355
CH-Lae,2014-11-24,9.522,63.159,292.793,3.085,93.764,0,1.88,9.522,63.159,292.793,3.085,411.368,129.427833333,-1.54613,0.480282
CH-Lae,2014-11-25,4.603,13.149,340.658,0.036,93.532,0,1.826,4.603,13.149,340.658,0.036,534.954,33.3164166667,-0.167545,0.537695069767
CH-Lae,2014-11-26,4.357,27.132,342.699,0.01,93.026,0.265,1.07,4.357,27.132,342.699,0.01,448.869,58.79425,-0.298038,0.210549824242
CH-Lae,2014-11-27,3.511,18.214,337.468,0.007,92.5,1.018,1.06,3.511,18.214,337.468,0.007,429.249,41.8055416667,0.451531,0.276342382353
CH-Lae,2014-11-28,2.233,72.217,264.774,0.079,92.354,0,1.481,2.233,72.217,264.774,0.079,403.33,142.533145833,0.477893,0.438718972973
CH-Lae,2014-11-29,-0.494,26.052,315.186,0.019,92.69,0,1.881,-0.494,26.052,315.186,0.019,403.075,55.4869166667,5.84663,0.395392805556
CH-Lae,2014-11-30,-0.628,27.4,317.542,0.012,92.55,0.105,1.445,-0.628,27.4,317.542,0.012,410.916,58.37575,7.30171,0.29637359375
CH-Lae,2014-12-01,-0.808,6.112,318.725,0.008,92.036,5.048,2.084,-0.808,6.112,318.725,0.008,520.681,18.7715208333,6.27459,0.448023886364
CH-Lae,2014-12-02,-0.277,11.768,320.381,0.01,92.413,0.965,0.797,-0.277,11.768,320.381,0.01,473.723,28.3920208333,5.63799,0.190096809756
CH-Lae,2014-12-03,-0.2,19.28,318.546,0.008,92.834,0.325,1.627,-0.2,19.28,318.546,0.008,425.549,42.8866458333,6.18341,0.521215205128
CH-Lae,2014-12-04,0.056,10.214,320.237,0.002,92.852,0.052,1.66,0.056,10.214,320.237,0.002,454.728,25.1561458333,2.94471,0.306478311111
CH-Lae,2014-12-05,-0.22,11.142,320.756,0,93.151,0.295,0.587,-0.22,11.142,320.756,0,432.274,27.5815833333,-0.0205955,0.181511966667
CH-Lae,2014-12-06,-0.778,8.742,316.311,0.003,93.411,1.483,0.72,-0.778,8.742,316.311,0.003,432.46,21.7075625,3.09972,0.281022044444
CH-Lae,2014-12-07,-0.455,9.224,316.984,0.01,93.591,0.728,1.719,-0.455,9.224,316.984,0.01,413.222,23.0268125,4.34755,0.386681263158
CH-Lae,2014-12-08,-0.459,16.783,304.015,0.016,93.447,1.926,2.072,-0.459,16.783,304.015,0.016,471.222,36.0658958333,2.52468,0.386731410256
CH-Lae,2014-12-09,-1.383,12.957,285.728,0.08,93.903,1.648,1.386,-1.383,12.957,285.728,0.08,431.355,26.5715416667,5.19561,0.534877128205
CH-Lae,2014-12-10,-1.964,17.13,285.729,0.24,93.898,0.715,3.44,-1.964,17.13,285.729,0.24,420.078,31.10025,1.28176,0.730591886207
CH-Lae,2014-12-11,1.256,37.018,309.567,0.507,93.444,3.538,6.178,1.256,37.018,309.567,0.507,405.303,73.839875,-4.236,1.23725547619
CH-Lae,2014-12-12,2.816,65.077,245.862,2.019,92.904,0.16,4.686,2.816,65.077,245.862,2.019,392.137,123.719520833,1.85015,0.906820121951
CH-Lae,2014-12-13,5.85,38.352,260.679,4.096,92.878,0,2.578,5.85,38.352,260.679,4.096,392.22,78.0997916667,5.1429,0.492352
CH-Lae,2014-12-14,6.328,30.466,316.603,3.561,93.24,0.284,2.03,6.328,30.466,316.603,3.561,418.3,63.5386041667,5.81421,0.3531866875
CH-Lae,2014-12-15,5.055,11.316,335.253,0.075,93.278,1.649,2.245,5.055,11.316,335.253,0.075,448.513,27.1320416667,4.14885,0.412990893548
CH-Lae,2014-12-16,3.307,39.045,317.866,0.499,92.954,2.442,2.428,3.307,39.045,317.866,0.499,393.068,77.8918541667,1.89794,0.647978560714
CH-Lae,2014-12-17,1.304,5.889,321.78,0.066,92.978,6.352,4.876,1.304,5.889,321.78,0.066,490.206,18.0027083333,-2.08922,0.8751961
CH-Lae,2014-12-18,4.206,2.745,336.827,0.003,93.524,5.809,5.115,4.206,2.745,336.827,0.003,475.297,12.5630833333,2.82577,0.941906243243
CH-Lae,2014-12-19,5.912,54.2,321.378,0.513,93.765,3.088,5.338,5.912,54.2,321.378,0.513,410.915,105.085354167,5.40553,0.879931952381
CH-Lae,2014-12-20,2.794,75.893,280.401,1.177,94.14,3.356,5.115,2.794,75.893,280.401,1.177,413.207,115.011755556,0.903523,1.13644873333
CH-Lae,2014-12-21,1.233,35.005,266.658,0.922,94.685,0.929,3.797,1.233,35.005,266.658,0.922,392.409,69.2808958333,-2.1425,1.05684471429
CH-Lae,2014-12-22,0.869,70.169,226.481,1.032,94.366,0,5.201,0.869,70.169,226.481,1.032,398.894,126.457770833,-1.58236,1.03863222857
CH-Lae,2014-12-23,4.134,84.411,214.99,3.407,94.072,0,4.165,4.134,84.411,214.99,3.407,405.235,150.640666667,0.497166,0.855311555556
CH-Lae,2014-12-24,2.061,59.835,235.732,1.473,93.952,0.071,4.395,2.061,59.835,235.732,1.473,402.108,110.343833333,-2.55717,0.763385564103
CH-Lae,2014-12-25,1.239,12.338,318.773,0.369,94.069,5.104,3.759,1.239,12.338,318.773,0.369,413.721,30.1850416667,-3.96234,0.726760488372
CH-Lae,2014-12-26,-1.516,28.532,282.32,0.274,94.162,2.38,2.928,-1.516,28.532,282.32,0.274,443.284,57.3203958333,-2.65562,0.546510878049
CH-Lae,2014-12-27,-2.511,3.266,297.435,0.071,92.035,12.666,5.717,-2.511,3.266,297.435,0.071,568.189,12.5528125,-3.87047,1.04676652727
CH-Lae,2014-12-29,-9.73,18.167,281.335,0.132,94.453,3.933,2.562,-9.73,18.167,281.335,0.132,378.449,14.0499375,-2.22627,0.505661063043
CH-Lae,2014-12-30,-5.524,13.31,282.553,0.049,94.749,2.88,2.211,-5.524,13.31,282.553,0.049,439.085,22.8616041667,-0.019852,0.451747847826
CH-Lae,2014-12-31,-3.429,85.564,237.015,0.067,94.678,0.709,2.549,-3.429,85.564,237.015,0.067,396.056,141.468808511,NA,0.4054344675
FI-Hyy,2009-09-28,7.145,79.13,309.486,1.69,97.597,6.73,3.809,7.145,79.13,283.735,1.69,385.05,165.266875,3.07268,0.535431875
FI-Hyy,2009-09-29,2.895,63.578,264.138,1.644,97.37,0.16,3.042,2.895,63.578,275.119,1.644,382.987,131.397083333,2.81639,0.345043958333
FI-Hyy,2009-09-30,3.86,91.947,270.158,2.094,97.749,0.23,3.653,3.86,91.947,270.333,2.094,384.06,189.407708333,3.5247,0.477810208333
FI-Hyy,2009-10-01,2.752,88.405,260.921,1.613,97.499,0,2.38,2.752,88.405,263.32,1.613,382.353,186.418958333,3.04138,0.235200714286
FI-Hyy,2009-10-02,1.496,82.001,270.348,1.532,97.794,0.04,2.934,1.496,82.001,256.916,1.532,386.463,172.414375,2.57805,0.294341219512
FI-Hyy,2009-10-03,2.619,66.606,272.758,1.507,97.848,0.98,3.279,2.619,66.606,271.162,1.507,387.854,140.699166667,2.36982,0.382444893617
FI-Hyy,2009-10-04,6.354,34.769,328.824,0.441,95.658,14.98,4.03,6.354,34.769,291.018,0.441,384.466,72.660625,2.25578,0.597696666667
FI-Hyy,2009-10-05,2.93,30.944,320.759,0.999,96.782,1.07,5.452,2.93,30.944,283.372,0.999,386.233,64.15,1.15291,0.814808125
FI-Hyy,2009-10-06,1.629,92.227,271.179,2.493,98.785,0,3.225,1.629,92.227,268.677,2.493,385.767,190.465,3.02855,0.461400681818
FI-Hyy,2009-10-07,6.241,27.338,257.447,1.158,97.179,8.25,5.435,6.241,27.338,257.447,1.158,385.613,56.8054166667,1.4291,0.807942708333
FI-Hyy,2009-10-08,4.002,82.529,257.08,2.412,97.844,1.45,4.548,4.002,82.529,256.378,2.412,383.81,172.596666667,2.58178,0.611444583333
FI-Hyy,2009-10-09,1.578,72.209,257.708,2.021,99.003,0,3.113,1.578,72.209,257.708,2.021,385.454,147.296666667,2.40825,0.333065416667
FI-Hyy,2009-10-10,1.157,79.08,254.359,1.732,99.959,0,3.343,1.157,79.08,254.359,1.732,387.374,165.571875,2.50476,0.397506458333
FI-Hyy,2009-10-11,1.465,40.838,256.643,1.645,100.014,0,2.217,1.465,40.838,256.643,1.645,387.499,83.5254166667,1.69503,0.1622445
FI-Hyy,2009-10-12,0.484,24.134,270.106,1.34,99.183,0.02,4.028,0.484,24.134,270.106,1.34,387.892,50.6972916667,1.61256,0.579001041667
FI-Hyy,2009-10-13,-0.219,70.411,246.662,1.912,99.638,0,4.425,-0.219,70.411,246.662,1.912,386.31,145.379166667,2.08492,0.6772525
FI-Hyy,2009-10-14,-1.645,72.949,227.477,1.53,100.833,0,4.064,-1.645,72.949,227.477,1.53,386.727,150.16625,1.51015,0.569536458333
FI-Hyy,2009-10-15,0.341,73.135,244.506,2.718,100.535,0,2.495,0.341,73.135,244.506,2.718,386.445,153.136041667,2.17474,0.3018075
FI-Hyy,2009-10-16,1.033,23.476,259.788,0.695,99.218,2.41,1.727,1.033,23.476,259.788,0.695,392.014,49.2835416667,1.12966,0.241044583333
FI-Hyy,2009-10-17,0.971,14.219,264.873,0.349,99.49,0.13,3.363,0.971,14.219,264.873,0.349,393.568,29.6027083333,0.790556,0.496444791667
FI-Hyy,2009-10-18,0.871,15.57,263.882,0.385,99.264,1.83,2.92,0.871,15.57,263.882,0.385,392.037,33.26375,0.841938,0.427359791667
FI-Hyy,2009-10-19,-0.306,23.44,252.749,0.372,98.784,0.34,1.701,-0.306,23.44,252.749,0.372,399.751,48.0489583333,0.852315,0.1685185
FI-Hyy,2009-10-20,1.819,35.111,242.528,0.771,99.693,0.04,2.516,1.819,35.111,251.751,0.771,391.909,70.9466666667,1.37939,0.210867916667
FI-Hyy,2009-10-21,2.236,33.866,256.736,1.082,100.477,0,1.971,2.236,33.866,251.987,1.082,387.295,72.07125,1.348,0.259495531915
FI-Hyy,2009-10-22,2.373,13.082,324.06,0.56,100.401,0,3.445,2.373,13.082,289.359,0.56,390.015,28.0566666667,0.963599,0.488675
FI-Hyy,2009-10-23,1.206,11.951,290.671,0.615,100.185,0.16,3.383,1.206,11.951,265.377,0.615,389.719,26.4052083333,0.600925,0.529054791667
FI-Hyy,2009-10-24,0.284,9.704,244.243,0.354,100.536,0,2.661,0.284,9.704,235.169,0.354,389.71,21.31125,0.576903,0.39246875
FI-Hyy,2009-10-25,1.828,7.314,303.432,0.083,100.059,1.97,3.816,1.828,7.314,272.917,0.083,394.549,15.99125,0.83356,0.530841458333
FI-Hyy,2009-10-26,5.359,6.616,261.844,0.108,98.976,5.64,2.466,5.359,6.616,253.451,0.108,407.656,13.910625,0.582915,0.376098541667
FI-Hyy,2009-10-27,3.932,10.196,291.895,0.144,98.782,6,2.54,3.932,10.196,284.837,0.144,408.965,21.72125,0.443488,0.378554042553
FI-Hyy,2009-10-28,0.155,14.912,287.356,0.532,99.13,0.32,3.969,0.155,14.912,287.356,0.532,395.692,30.7985416667,0.439282,0.627661458333
FI-Hyy,2009-10-29,-1.394,39.359,247.588,1.299,100.285,0.2,3.926,-1.394,39.359,247.588,1.299,388.277,82.0283333333,1.16533,0.568741041667
FI-Hyy,2009-10-30,-2.543,12.883,260.405,0.61,100.725,0.29,2.768,-2.543,12.883,260.405,0.61,391.074,24.7802083333,0.35665,0.291550416667
FI-Hyy,2009-10-31,-1.789,39.28,252.24,1.045,100.814,0.01,1.822,-1.789,39.28,252.255,1.045,389.661,86.5277083333,1.29799,0.219471470588
FI-Hyy,2009-11-01,-1.634,19.336,262.915,0.837,100.387,0,2.18,-1.634,19.336,262.915,0.837,394.667,39.84125,0.668382,0.206212765957
FI-Hyy,2009-11-02,0.09,28.497,282.838,0.916,99.651,0,2.611,0.09,28.497,282.838,0.916,394.315,61.0547916667,1.01262,0.43851125
FI-Hyy,2009-11-03,-0.355,14.748,280.65,0.89,99.407,0,2.91,-0.355,14.748,280.65,0.89,393.417,30.3685416667,0.841562,0.501608541667
FI-Hyy,2009-11-04,-2.059,12.752,257.031,0.565,99.585,0.26,3.779,-2.059,12.752,257.031,0.565,395.214,31.2833333333,0.310383,0.553437777778
FI-Hyy,2009-11-05,-1.564,12.195,265.782,0.955,99.473,0.2,5.244,-1.564,12.195,265.782,0.955,395.55,25.1827083333,0.589029,0.806299791667
FI-Hyy,2009-11-06,-0.955,7.381,282.425,0.26,99.582,4.86,4.451,-0.955,7.381,282.425,0.26,397.832,15.1035416667,0.115048,0.650202708333
FI-Hyy,2009-11-07,-0.103,5.267,289.773,0.067,99.362,1.07,2.786,-0.103,5.267,289.773,0.067,396.103,11.4535416667,0.120757,0.491456382979
FI-Hyy,2009-11-08,-0.441,9.607,291.016,0.13,99.812,0,1.653,-0.441,9.607,291.016,0.13,397.246,19.7979166667,0.207102,0.327695
FI-Hyy,2009-11-12,-3.134,9.343,285.846,0.369,99.289,0.01,1.641,-3.134,9.343,284.598,0.369,399.17,17.4865957447,0.260574,0.248492307692
FI-Hyy,2009-11-13,-5.301,17.878,272.323,0.374,99.586,0,1.86,-5.301,17.878,272.323,0.374,401.382,36.48,0.28202700000000003,0.178671
FI-Hyy,2009-11-14,-4.547,17.564,274.907,0.303,100.268,0.11,3.248,-4.547,17.564,274.907,0.303,401.872,38.781875,0.311068,0.489449534884
FI-Hyy,2009-11-15,0.566,3.325,313.53,0.144,99.825,0.08,3.958,0.566,3.325,313.53,0.144,405.625,6.71729166667,0.127533,0.754540555556
FI-Hyy,2009-11-16,1.367,4.842,312.943,0.323,99.829,0,3.587,1.367,4.842,312.943,0.323,406.057,10.2220833333,0.046041,0.529928958333
FI-Hyy,2009-11-17,0.708,2.587,316.31,0.041,99.148,0.74,3.528,0.708,2.587,316.31,0.041,412.239,5.24354166667,0.298404,0.493533333333
FI-Hyy,2009-11-18,2.513,3.391,326.03,0.081,97.964,7.11,2.968,2.513,3.391,326.03,0.081,405.74,6.95166666667,0.203031,0.4435275
FI-Hyy,2009-11-19,2.799,6.845,324.159,0.107,98.177,0.01,1.209,2.799,6.845,324.159,0.107,402.893,13.1602083333,0.106125,0.124836904762
FI-Hyy,2009-11-20,3.583,2.197,325.684,0.098,98.462,6.94,2.588,3.583,2.197,325.684,0.098,404.016,4.23833333333,0.121233,0.41942326087
FI-Hyy,2009-11-21,5.793,7.985,330.637,0.58,97.95,0.19,5.18,5.793,7.985,330.637,0.58,394.987,18.150625,-0.410134,0.769221666667
FI-Hyy,2009-11-22,1.85,12.917,321.986,0.535,98.332,2.09,3.612,1.85,12.917,321.986,0.535,393.572,29.4166666667,0.366631,0.520408125
FI-Hyy,2009-11-23,5.132,3.697,331.632,0.429,97.208,6.41,4.214,5.132,3.697,331.632,0.429,396.278,7.07229166667,0.314036,0.653980625
FI-Hyy,2009-11-24,4.188,2.645,333.671,0.163,97.032,4.78,2.227,4.188,2.645,333.671,0.163,399.97,4.931875,0.20035,0.363178125
FI-Hyy,2009-11-25,3.445,3.258,331.205,0.134,97.679,1.42,2.428,3.445,3.258,331.205,0.134,404.541,6.54208333333,0.0516185,0.406673478261
FI-Hyy,2009-11-26,4.518,3.802,331.398,0.345,97.019,6.53,4.302,4.518,3.802,331.398,0.345,394.847,7.226875,0.236748,0.626934583333
FI-Hyy,2009-11-27,4.312,4.655,332.456,0.552,96.985,1.65,4.652,4.312,4.655,332.456,0.552,394.967,9.00041666667,0.220337,0.615948333333
FI-Hyy,2009-11-28,3.242,2.974,331.914,0.371,97.283,1.26,3.061,3.242,2.974,331.914,0.371,395.327,5.17916666667,0.0585337,0.402717083333
FI-Hyy,2009-11-29,2.484,3.155,330.074,0.168,97.915,3.42,2.246,2.484,3.155,330.074,0.168,397.478,5.868125,0.0748194,0.291972708333
FI-Hyy,2009-11-30,2.716,1.372,329.864,0.239,98.345,3.31,3.716,2.716,1.372,329.864,0.239,398.8,2.36625,0.250603,0.65413875
FI-Hyy,2009-12-01,2.235,2.848,310.667,0.369,98.02,2.31,4.169,2.235,2.848,310.667,0.369,398.125,5.151875,-0.129354,0.646720208333
FI-Hyy,2009-12-02,-2.294,7.276,264.48,0.22,99.19,0.01,2.777,-2.294,7.276,264.48,0.22,396.154,14.1104166667,-0.326868,0.347075609756
FI-Hyy,2009-12-18,-13.603,8.38,196.216,0.072,100.062,0.21,2.847,-13.603,8.38,196.216,0.072,401.763,17.0195833333,0.209242,0.335699069767
FI-Hyy,2009-12-19,-10.416,5.249,226.815,0.092,99.482,0.43,2.828,-10.416,5.249,226.06,0.092,398.601,9.87765957447,0.156129,0.420104166667
FI-Hyy,2009-12-20,-10.367,1.98,230.279,0.095,99.032,2.31,3.741,-10.367,1.98,230.279,0.095,399.067,3.81333333333,0.0690729,0.607235416667
FI-Hyy,2009-12-21,-13.589,3.481,231.236,0.039,97.774,4.2,2.48,-13.589,3.481,231.236,0.039,403.546,6.52729166667,-0.142473,0.397183111111
FI-Hyy,2009-12-22,-10.895,5.34,239.296,0.069,97.476,2.15,2.785,-10.895,5.34,239.296,0.069,404.32,9.5725,-0.0512108,0.466765833333
FI-Hyy,2009-12-23,-6.466,2.056,269.843,0.101,97.157,6.77,3.636,-6.466,2.056,269.843,0.101,408.409,3.59604166667,0.146637,0.626144782609
FI-Hyy,2009-12-26,-11.534,2.592,243.225,0.104,97.755,5.35,4.648,-11.534,2.592,243.225,0.104,399.875,4.88666666667,-0.127968,0.991755454545
FI-Hyy,2009-12-27,-13.093,3.015,242.121,0.06,97.408,3.78,2.12,-13.093,3.015,242.121,0.06,403.034,5.37583333333,-0.173916,0.36323627907
FI-Hyy,2009-12-28,-5.141,2.226,282.613,0.114,97.623,2.07,2.413,-5.141,2.226,282.613,0.114,403.38,4.19604166667,0.172651,0.501648541667
FI-Hyy,2009-12-29,-1.672,2.052,298.315,0.114,97.886,1.41,2.342,-1.672,2.052,298.315,0.114,396.825,3.82708333333,0.336044,0.518539791667
FI-Hyy,2009-12-30,-7.015,0.978,275.869,0.113,97.81,6.14,2.663,-7.015,0.978,275.869,0.113,402.696,1.78229166667,0.316084,0.427700217391
FI-Hyy,2009-12-31,-13.821,8.331,232.109,0.034,97.904,4.68,2.67,-13.821,8.331,232.109,0.034,410.073,14.985,0.109052,0.391082291667
FI-Hyy,2010-01-01,-17.021,5.581,198.343,0.052,98.877,1.49,3.46,-17.021,5.581,198.343,0.052,405.016,10.31125,-0.319912,0.563240416667
FI-Hyy,2010-01-02,-19.257,8.907,191.519,0.036,99.572,1.67,2.37,-19.257,8.907,191.519,0.036,404.751,15.1085416667,-0.225263,0.424958846154
FI-Hyy,2010-01-04,-6.909,3.108,267.117,0.12,97.659,0.56,1.766,-6.909,3.108,267.117,0.12,397.69,5.93854166667,-0.0407065,0.3803908
FI-Hyy,2010-02-03,-8.259,18.843,262.584,0.058,99.163,0.53,2.516,-8.259,18.843,262.584,0.058,403.39,38.01875,0.0316791,0.329929487179
FI-Hyy,2010-02-05,-7.706,8.141,245.903,0.061,100.644,0.7,3.413,-7.706,8.141,245.903,0.061,405.648,17.7363829787,-0.0584248,0.351972631579
FI-Hyy,2010-02-06,-5.858,11.954,256.128,0.056,100.63,0.92,4.126,-5.858,11.954,256.128,0.056,403.99,24.2979166667,-0.013338,0.499767659574
FI-Hyy,2010-02-07,-4.543,6.515,244.014,0.057,99.757,0.3,3.301,-4.543,6.515,244.014,0.057,402.608,13.6620833333,0.0685472,0.368405454545
FI-Hyy,2010-02-08,-4.09,15.828,242.496,0.043,98.997,2.941,2.97,-4.09,15.828,242.496,0.043,403.275,33.14,0.0843027,0.240808297872
FI-Hyy,2010-02-09,-8.779,21.567,249.533,0.052,99.344,1.245,3.215,-8.779,21.567,249.533,0.052,404.178,43.583125,-0.0435141,0.392507555556
FI-Hyy,2010-02-10,-12.719,36.038,211.351,0.1,99.807,0.86,1.61,-12.719,36.038,211.351,0.042,410.975,74.998125,-0.015791,0.149832727273
FI-Hyy,2010-02-12,-9.8,16.757,266.917,0.036,100.438,3.17,1.733,-9.8,16.757,266.917,0.036,403.679,35.4677083333,0.142387,0.323270851064
FI-Hyy,2010-02-20,-21.989,62.408,165.662,0.58,99.085,0,4.132,-21.989,62.408,165.662,0.542,400.088,121.345208333,0.0579477,0.829304210526
FI-Hyy,2010-02-21,-20.063,21.005,230.602,0.509,98.072,2.9,5.214,-20.063,21.005,230.602,0.034,399.798,43.0170833333,0.251567,0.737374166667
FI-Hyy,2010-02-22,-15.855,37.74,228.414,0.397,97.768,2.57,2.786,-15.855,37.74,228.414,0.159,403.932,74.3104166667,0.270829,0.379951818182
FI-Hyy,2010-02-23,-16.504,50.219,212.029,0.405,97.509,8.08,2.673,-16.504,50.219,212.029,0.428,405.668,95.4716666667,0.0571389,0.631885384615
