siteid,TIMESTAMP,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,TA_F_MDS,SW_IN_F_MDS,LW_IN_F_MDS,VPD_F_MDS,CO2_F_MDS,PPFD_IN,GPP_NT_VUT_REF,USTAR
CH-Lae,2014-04-27,5.006,65.859,341.73,0.074,92.592,14.199,2.108,5.006,65.859,341.73,0.074,513.738,136.4541875,5.6196,0.450847681818
CH-Lae,2014-04-28,4.261,33.503,342.953,0.022,92.683,8.704,2.392,4.261,33.503,342.953,0.022,561.12,74.849125,4.01783,0.458854056818
CH-Lae,2014-04-29,5.726,94.665,332.627,0.423,92.885,1.174,1.509,5.726,94.665,332.627,0.423,478.942,189.6308125,6.14776,0.308321259091
CH-Lae,2014-04-30,6.259,29.443,341.497,0.188,92.739,12.731,2.698,6.259,29.443,341.497,0.188,437.052,69.1276666667,3.35416,0.4812601625
CH-Lae,2014-05-01,7.609,122.811,348.386,0.461,92.849,3.197,2.276,7.609,122.811,348.386,0.461,436.611,245.878583333,7.96807,0.478969780488
CH-Lae,2014-05-02,7.36,59.775,356.452,0.063,92.837,5.121,0.928,7.36,59.775,356.452,0.063,454.213,124.668229167,5.51847,0.216023653846
CH-Lae,2014-05-03,3.729,24.682,338.379,0.091,93.373,2.316,0.907,3.729,24.682,338.379,0.091,420.677,56.256625,2.95949,0.273584742857
CH-Lae,2014-05-04,5.644,256.438,272.697,3.158,93.516,0.087,3.181,5.644,256.438,272.697,3.158,387.128,496.977354167,8.35453,0.599554808511
CH-Lae,2014-05-05,10.383,327.855,251.623,6.33,93.251,0,1.979,10.383,327.855,251.623,6.33,390.297,674.828520833,6.37125,0.446136287805
CH-Lae,2014-05-06,12.493,197.058,308.306,6.551,93.166,0,3.827,12.493,197.058,308.306,6.551,398.529,409.195333333,4.8934,0.787653414634
CH-Lae,2014-05-07,8.978,132.024,336.563,1.521,93.227,8.512,4.614,8.978,132.024,336.563,1.521,428.51,281.315979167,6.03737,0.81470195
CH-Lae,2014-05-08,10.784,270.567,313.743,3.438,93.379,1.97,3.44,10.784,270.567,313.743,3.438,416.211,549.785375,8.29438,0.551611361111
CH-Lae,2014-05-09,11.299,142.54,344.647,2.348,93.416,6.011,4.379,11.299,142.54,344.647,2.348,425.29,299.1924375,5.58852,0.765622688889
CH-Lae,2014-05-10,13.093,252.477,321.479,5.006,93.186,1.651,4.016,13.093,252.477,321.479,5.006,392.447,519.145375,5.63442,0.715912909091
CH-Lae,2014-05-11,7.484,205.543,322.528,2.285,92.832,7.282,5.415,7.484,205.543,322.528,2.285,419.786,412.22475,8.93801,1.00051258537
CH-Lae,2014-05-12,4.776,162.755,316.298,1.384,93.115,4.875,4.342,4.776,162.755,316.298,1.384,417.1,322.337229167,9.26592,0.797709375
CH-Lae,2014-05-13,4.099,148.26,332.129,0.386,93.345,8.736,3.103,4.099,148.26,332.129,0.386,444.314,297.119041667,9.01538,0.550379675676
CH-Lae,2014-05-14,4.117,133.373,340.365,0.29,94.136,5.508,2.236,4.117,133.373,340.365,0.29,450.39,266.7550625,8.84319,0.394233026316
CH-Lae,2014-05-15,4.879,146.221,316.969,1.632,94.358,1.418,1.178,4.879,146.221,316.969,1.632,419.995,288.796958333,8.51704,0.349891454545
CH-Lae,2014-05-16,7.659,221.492,299.224,4.061,94.034,0.089,2.639,7.659,221.492,299.224,4.061,395.031,438.248729167,9.29027,0.586433625
CH-Lae,2014-05-17,9.417,257.878,270.403,5.127,93.513,0,3.64,9.417,257.878,270.403,5.127,387.74,529.432083333,8.32937,0.655877608696
CH-Lae,2014-05-18,13.193,352.847,270.352,8.089,93.007,0,1.562,13.193,352.847,270.352,8.089,387.882,737.337083333,7.57041,0.355947141463
CH-Lae,2014-05-19,15.855,311.446,294.498,10.649,92.689,0,1.97,15.855,311.446,294.498,10.649,395.292,647.537229167,7.6113,0.468687435897
CH-Lae,2014-05-20,17.614,310.725,292.33,12.936,93.001,0,1.819,17.614,310.725,292.33,12.936,394.225,642.002333333,8.15422,0.328093371429
CH-Lae,2014-05-21,18.874,324.778,297.15,13.005,92.934,0,2.405,18.874,324.778,297.15,13.005,394.076,676.968333333,10.1648,0.480824687805
CH-Lae,2014-05-22,16.136,248.03,319.604,8.037,92.715,1.902,3.25,16.136,248.03,319.604,8.037,412.801,507.089708333,9.87354,0.643726725
CH-Lae,2014-05-23,11.501,284.801,316.002,3.896,92.848,15.818,2.754,11.501,284.801,316.002,3.896,427.002,586.562,11.8563,0.53811855814
CH-Lae,2014-05-24,11.475,306.682,300.044,5.2,93.269,1.863,2.464,11.475,306.682,300.044,5.2,391.985,646.310553191,11.8356,0.6384945
CH-Lae,2014-05-25,14.416,277.271,307.215,6.643,93.361,5.281,2.317,14.416,277.271,307.215,6.643,389.028,568.1485625,13.2161,0.595618177778
CH-Lae,2014-05-26,11.737,213.877,326.875,2.824,93.105,12.926,2.592,11.737,213.877,326.875,2.824,387.528,435.4289375,11.7004,0.527978315789
CH-Lae,2014-05-27,9.585,80.413,349.601,1.13,92.988,10.481,3.675,9.585,80.413,349.601,1.13,422.131,164.330854167,5.70467,0.726704595238
CH-Lae,2014-05-28,10.903,245.188,316.885,3.614,92.99,1.041,2.132,10.903,245.188,316.885,3.614,385.506,490.618145833,13.2645,0.426046469565
CH-Lae,2014-05-29,12.426,210.221,319.574,5.159,93.13,0.561,1.438,12.426,210.221,319.574,5.159,390.579,426.789145833,11.0239,0.319025128205
CH-Lae,2014-05-30,9.428,82.14,327.202,1.279,93.435,1.133,2.536,9.428,82.14,327.202,1.279,407.021,172.1526875,4.57146,0.367610697436
CH-Lae,2014-05-31,9.944,349.996,257.885,5.094,93.533,0,3.189,9.944,349.996,257.885,5.094,383.095,721.334083333,13.2906,0.655841282609
CH-Lae,2014-06-01,13.388,287.232,291.298,7.575,93.499,0,1.348,13.388,287.232,291.298,7.575,381.952,592.815958333,11.628,0.366996043902
CH-Lae,2014-06-02,12.931,266.036,308.594,5.674,93.385,1.483,1.84,12.931,266.036,308.594,5.674,383.299,544.1545,9.57138,0.378479614286
CH-Lae,2014-06-03,12.969,283.276,301.716,5.226,93.18,1.591,1.153,12.969,283.276,301.716,5.226,382.662,577.344416667,10.2248,0.310160915789
CH-Lae,2014-06-04,11.28,148.402,329.997,2.465,92.786,1.866,2.722,11.28,148.402,329.997,2.465,418.37,310.282354167,6.37299,0.484978976923
CH-Lae,2014-06-05,12.026,333.834,304.344,5.193,93.218,0.628,2.18,12.026,333.834,304.344,5.193,398.557,688.505020833,11.973,0.399896395349
CH-Lae,2014-06-06,17.723,339.477,295.219,10.363,93.37,0,2,17.723,339.477,295.219,10.363,390.118,709.144270833,10.5782,0.286451702703
CH-Lae,2014-06-07,21.838,334.655,316.326,14.918,93.481,0,1.446,21.838,334.655,316.326,14.918,391.486,694.351979167,6.47791,0.27200487381
CH-Lae,2014-06-08,24.473,346.633,326.802,19.768,93.666,0,1.57,24.473,346.633,326.802,19.768,397.082,725.982916667,7.87008,0.299659207692
CH-Lae,2014-06-09,25.199,325.924,344.688,20.621,93.603,0,1.815,25.199,325.924,344.688,20.621,400.313,668.357166667,7.70911,0.403126723529
CH-Lae,2014-06-10,23.854,345.513,347.17,18.517,93.648,2.869,1.596,23.854,345.513,347.17,18.517,398.016,720.253041667,9.23951,0.373788
CH-Lae,2014-06-11,20.598,340.043,330.302,10.4,93.979,4.149,2.122,20.598,340.043,330.302,10.4,386.085,725.481625,8.19088,0.471204191667
CH-Lae,2014-06-12,19.773,300.247,346.799,6.873,93.954,2.596,2.653,19.773,300.247,346.799,6.873,387.691,631.168541667,10.4202,0.632622813953
CH-Lae,2014-06-13,18.134,239.966,341.066,6.253,93.592,3.131,1.296,18.134,239.966,341.066,6.253,395.974,498.47875,10.9783,0.3578384375
CH-Lae,2014-06-14,14.755,299.416,318.996,6.586,93.321,0,1.429,14.755,299.416,318.996,6.586,386.211,614.838416667,13.206,0.5029448
CH-Lae,2014-06-15,13.907,353.356,288.149,7.785,93.316,0,1.81,13.907,353.356,288.149,7.785,384.053,739.134979167,10.8271,0.602424234043
CH-Lae,2014-06-16,14.59,345.315,285.125,8.384,93.328,0,1.748,14.59,345.315,285.125,8.384,381.883,719.8408125,9.70245,0.572291690476
CH-Lae,2014-06-17,14.055,330.129,295.194,6.828,93.291,0,1.299,14.055,330.129,295.194,6.828,380.367,686.219,11.3324,0.5006864
CH-Lae,2014-06-18,15.099,335.751,296.174,7.864,93.36,0,1.836,15.099,335.751,296.174,7.864,380.646,700.0478125,10.7759,0.650761378378
CH-Lae,2014-06-19,15.901,280.464,307.018,7.858,93.424,0,1.118,15.901,280.464,307.018,7.858,384.41,577.879354167,11.5774,0.383101473684
CH-Lae,2014-06-20,14.961,274.315,325.096,6.813,93.351,0.771,2.081,14.961,274.315,325.096,6.813,389.6,562.624791667,12.273,0.474416282051
CH-Lae,2014-06-21,15.245,368.45,286.711,9.061,93.364,0.004,2.848,15.245,368.45,286.711,9.061,386.593,777.746625,9.95388,0.586909146341
CH-Lae,2014-06-22,17.604,325.328,307.877,11.117,93.514,0,2.481,17.604,325.328,307.877,11.117,384.907,678.687625,11.1026,0.451120863636
CH-Lae,2014-06-23,16.282,227.362,339.184,6.507,93.516,3.617,2.089,16.282,227.362,339.184,6.507,436.007,485.053291667,8.85499,0.481052182051
CH-Lae,2014-06-24,14.29,279.51,338.736,3.81,93.264,7.466,1.902,14.29,279.51,338.736,3.81,452.152,590.824895833,10.6045,0.494113211628
CH-Lae,2014-06-25,14.731,238.017,316.443,4.942,92.885,0.086,1.545,14.731,238.017,316.443,4.942,393.305,497.247479167,10.3123,0.406975756757
CH-Lae,2014-06-26,15.09,338.599,288.47,8.912,93.069,0.067,2.6,15.09,338.599,288.47,8.912,384.886,705.840895833,11.0748,0.523301891304
CH-Lae,2014-06-27,17.543,335.524,310.543,10.804,93.319,0.268,1.737,17.543,335.524,310.543,10.804,393.528,706.299666667,11.1325,0.40588376
CH-Lae,2014-06-28,16.726,179.917,352.104,6.28,93.051,2.798,1.596,16.726,179.917,352.104,6.28,397.848,387.166340426,7.8355,0.457949105263
CH-Lae,2014-06-29,11.279,81.862,372.14,0.43,92.877,11.742,3.495,11.279,81.862,372.14,0.43,489.087,176.272895833,NA,0.722311627907
CH-Lae,2014-06-30,11.181,260.714,324.042,3.306,93.356,2.819,2.474,11.181,260.714,324.042,3.306,425.903,535.336208333,NA,0.546900395
CH-Lae,2014-07-01,14.807,347.139,288.643,7.817,93.396,0.075,1.701,14.807,347.139,288.643,7.817,384.534,730.075791667,12.5482,0.390821764103
CH-Lae,2014-07-02,12.66,85.598,370.086,1.723,93.72,7.018,1.411,12.66,85.598,370.086,1.723,475.445,189.7798125,NA,0.262843321951
CH-Lae,2014-07-03,16.628,355.805,301.781,7.255,94.046,0,1.607,16.628,355.805,301.781,7.255,386.751,749.1428125,11.931,0.268949402439
CH-Lae,2014-07-04,18.462,196.552,340.526,7.942,93.085,3.157,2.495,18.462,196.552,340.526,7.942,398.172,406.841479167,9.05541,0.445017341463
CH-Lae,2014-07-05,15.318,148.918,369.181,2.328,93.11,2.064,2.522,15.318,148.918,369.181,2.328,448.009,317.060020833,7.85886,0.477140428571
CH-Lae,2014-07-06,19.225,339.387,340.96,7.969,93.041,4.951,2.317,19.225,339.387,340.96,7.969,409.218,721.879208333,9.5051,0.360113171429
CH-Lae,2014-07-07,15.431,194.067,376.396,2.247,93.199,11.845,1.828,15.431,194.067,376.396,2.247,448.13,401.6078125,8.9392,0.469432721429
CH-Lae,2014-07-08,10.403,47.114,373.238,0.048,92.931,18.889,4.494,10.403,47.114,373.238,0.048,467.836,102.7485,9.37968,0.840008170732
CH-Lae,2014-07-09,8.448,60.392,363.822,0.099,92.882,9.912,3.555,8.448,60.392,363.822,0.099,465.199,130.585354167,NA,0.64935685
CH-Lae,2014-07-10,8.126,22.384,364.758,0.003,92.804,5.235,4.217,8.126,22.384,364.758,0.003,568.349,55.0904791667,13.0094,0.782494770833
CH-Lae,2014-07-11,12.269,104.686,376.584,0.121,93.082,16.142,3.284,12.269,104.686,376.584,0.121,460.844,215.096708333,11.7362,0.626509595238
CH-Lae,2014-07-12,14.099,188.46,370.853,1.664,93.117,8.298,1.884,14.099,188.46,370.853,1.664,419.435,385.948854167,12.5131,0.39361344186
CH-Lae,2014-07-13,14.053,189.066,364.578,1.819,93.052,6.434,2.506,14.053,189.066,364.578,1.819,417.314,394.685520833,10.2734,0.535260263158
CH-Lae,2014-07-14,14.471,227.811,357.61,2.259,93.308,10.088,2.476,14.471,227.811,357.61,2.259,391.171,483.3759375,11.3968,0.531635933333
CH-Lae,2014-07-15,16.846,272.673,330.078,7.026,93.819,0.503,1.43,16.846,272.673,330.078,7.026,375.117,564.814145833,10.7194,0.3268052525
CH-Lae,2014-07-16,19.46,339.254,312.633,10.075,93.87,0,1.711,19.46,339.254,312.633,10.075,380.117,727.065729167,11.6241,0.383929736585
CH-Lae,2014-07-17,21.172,327.283,319.589,11.881,93.845,0,2.294,21.172,327.283,319.589,11.881,384.064,700.7183125,8.3582,0.436271691111
CH-Lae,2014-07-18,22.755,349.987,307.685,16.844,93.632,0,2.624,22.755,349.987,307.685,16.844,389.905,736.1435,6.71297,0.390857465116
CH-Lae,2014-07-19,24.163,323.056,332.412,17.92,93.202,0,2.074,24.163,323.056,332.412,17.92,392.661,671.005145833,7.69735,0.303091675676
CH-Lae,2014-07-20,18.291,128.32,367.867,5.962,92.999,6.67,2.744,18.291,128.32,367.867,5.962,401.929,274.945708333,7.31211,0.602286116279
CH-Lae,2014-07-21,13.118,95.189,382.093,0.277,93.096,7.607,2.693,13.118,95.189,382.093,0.277,438.101,199.098770833,5.48158,0.559664487179
CH-Lae,2014-07-22,14.464,31.805,397.234,0,93.156,23.93,2.218,14.464,31.805,397.234,0,506.07,75.6450416667,1.19629,0.458493822222
CH-Lae,2014-07-23,17.884,286.758,334.549,4.754,93.151,0.209,2.82,17.884,286.758,334.549,4.754,378.503,599.038770833,9.69636,0.618797625
CH-Lae,2014-07-24,18.121,280.539,318.912,8.564,93,0,2.311,18.121,280.539,318.912,8.564,376.248,578.491854167,10.9775,0.562705352273
CH-Lae,2014-07-25,18.302,317.425,319.34,8.406,93.085,0,1.4,18.302,317.425,319.34,8.406,382.837,661.697208333,11.6375,0.340221360976
CH-Lae,2014-07-26,14.235,50.723,372.813,1.296,93.17,12.128,2.125,14.235,50.723,372.813,1.296,440.088,114.208520833,3.16277,0.442633258974
CH-Lae,2014-07-27,15.023,88.49,383.937,2.067,93.424,1.373,1.208,15.023,88.49,383.937,2.067,400.721,185.623895833,7.21105,0.2120786875
CH-Lae,2014-07-28,15.767,171.383,364.658,3.136,92.986,9.936,1.98,15.767,171.383,364.658,3.136,401.668,357.313625,10.0011,0.439826439024
CH-Lae,2014-07-29,12.833,139.261,362.826,0.649,92.731,13.31,2.676,12.833,139.261,362.826,0.649,434.953,297.272875,5.32225,0.543374456522
CH-Lae,2014-07-30,13.481,36.448,388.488,0.009,92.922,11.493,2.825,13.481,36.448,388.488,0.009,472.125,83.5338125,0.932693,0.5380592
CH-Lae,2014-07-31,17.001,256.782,339.024,4.448,93.242,3.272,2.046,17.001,256.782,339.024,4.448,383.812,542.112854167,13.6314,0.457765568182
CH-Lae,2014-08-01,17.84,301.084,316.99,6.109,92.919,0,2.43,17.84,301.084,316.99,6.109,375.559,638.239958333,12.4839,0.520857547619
CH-Lae,2014-08-02,17.569,206.432,368.328,4.502,92.797,9.647,1.482,17.569,206.432,368.328,4.502,403.121,440.657468085,9.48332,0.34169425641
CH-Lae,2014-08-03,14.875,144.147,365.353,0.938,93.092,13.446,1.839,14.875,144.147,365.353,0.938,405.962,302.235166667,6.71158,0.325910102439
CH-Lae,2014-08-04,16.183,262.671,330.158,3.735,93.428,4.428,1.312,16.183,262.671,330.158,3.735,381.337,546.566604167,10.7355,0.324274405263
CH-Lae,2014-08-05,16.109,281.043,330.757,5.546,93.629,4.288,1.74,16.109,281.043,330.757,5.546,379.27,586.571729167,8.62106,0.4542882
CH-Lae,2014-08-06,16.197,223.291,329.924,6.318,93.467,0.224,1.968,16.197,223.291,329.924,6.318,380.156,457.223,8.73193,0.427301348837
CH-Lae,2014-08-07,17.061,224.551,346.361,5.635,93.349,3.669,1.495,17.061,224.551,346.361,5.635,385.411,472.824291667,9.84641,0.298608164103
CH-Lae,2014-08-08,18.638,281.785,346.596,6.415,93.159,0.907,1.709,18.638,281.785,346.596,6.415,385.562,607.642270833,7.95754,0.388763891667
CH-Lae,2014-08-09,17.472,178.66,374.44,4.17,93.186,6.954,3.257,17.472,178.66,374.44,4.17,435.376,385.482083333,5.94395,0.634057454545
CH-Lae,2014-08-10,18.516,141.776,374.424,4.157,92.984,5.282,2.121,18.516,141.776,374.424,4.157,400.019,299.780645833,6.4287,0.477473352941
CH-Lae,2014-08-11,13.444,79.56,368.878,2.053,93.317,12.786,2.437,13.444,79.56,368.878,2.053,432.861,170.928145833,3.5426,0.482283157895
CH-Lae,2014-08-12,14.437,240.017,321.319,5.65,93.25,0.02,1.8,14.437,240.017,321.319,5.65,376.093,493.966625,8.42168,0.356604325
CH-Lae,2014-08-13,12.962,74.547,352.622,3.673,92.625,22.102,3.821,12.962,74.547,352.622,3.673,404.477,165.886041667,1.38142,0.802570617647
CH-Lae,2014-08-14,11.303,178.42,336.37,3.07,93.168,1.298,2.568,11.303,178.42,336.37,3.07,418.033,368.39325,5.8832,0.50937674359
CH-Lae,2014-08-15,9.717,137.966,350.18,0.799,93.3,8.896,3.114,9.717,137.966,350.18,0.799,442.567,280.584854167,5.80162,0.576551333333
CH-Lae,2014-08-16,10.18,163.964,331.183,1.72,93.742,3.671,2.557,10.18,163.964,331.183,1.72,419.907,329.3964375,9.41926,0.52693605
CH-Lae,2014-08-17,12.631,285.924,284.918,4.402,93.439,0,2.137,12.631,285.924,284.918,4.402,375.57,602.2976875,8.20371,0.487734428571
CH-Lae,2014-08-18,13.524,259.847,314.929,4.323,92.986,0.059,2.434,13.524,259.847,314.929,4.323,375.918,533.038583333,7.56436,0.554163928571
CH-Lae,2014-08-19,12.743,187.371,338.179,4.228,93.075,2.129,1.512,12.743,187.371,338.179,4.228,397.628,380.585333333,8.94226,0.467710923077
CH-Lae,2014-08-20,12.589,167.506,332.953,5.175,93.299,0.622,1.672,12.589,167.506,332.953,5.175,383.62,339.559125,8.92846,0.320403915789
CH-Lae,2014-08-21,12.465,277.46,290.238,5.275,93.401,0.443,1.386,12.465,277.46,290.238,5.275,375.62,571.216645833,10.7777,0.415345241026
CH-Lae,2014-08-22,13.285,280.799,290.077,6.211,93.287,0.114,1.671,13.285,280.799,290.077,6.211,377.098,584.598666667,9.54599,0.4189482
CH-Lae,2014-08-23,11.462,104.833,330.297,3.439,93.317,1.502,2.069,11.462,104.833,330.297,3.439,387.647,212.052645833,6.79747,0.4258862
CH-Lae,2014-08-24,10.35,214.595,320.521,3.757,93.646,5.128,2.073,10.35,214.595,320.521,3.757,389.028,434.164729167,11.8886,0.389069410256
CH-Lae,2014-08-25,11.288,138.934,333.062,3.4,93.326,0,1.404,11.288,138.934,333.062,3.4,393.019,288.730958333,8.55062,0.275142436111
CH-Lae,2014-08-26,12.556,45.575,366.147,0.463,92.703,10.95,4.851,12.556,45.575,366.147,0.463,441.785,99.044,2.49041,0.836743073171
CH-Lae,2014-08-27,14.079,201.01,348.136,3.07,93.249,7.157,2.722,14.079,201.01,348.136,3.07,404.416,412.887208333,8.8999,0.552155222222
CH-Lae,2014-08-28,16.285,273.265,332.42,5.278,93.51,0.003,1.113,16.285,273.265,332.42,5.278,380.416,569.062979167,NA,0.296186434286
CH-Lae,2014-08-30,15.354,211.426,336.698,3.784,93.636,1.514,1.927,15.354,211.426,336.698,3.784,381.543,433.204479167,7.0108,0.415395702564
CH-Lae,2014-08-31,11.412,48.577,359.038,1.387,93.363,8.22,2.628,11.412,48.577,359.038,1.387,414.531,106.537354167,2.07946,0.498859725
CH-Lae,2014-09-01,10.659,126.966,349.984,2.344,93.613,2.902,1.611,10.659,126.966,349.984,2.344,424.911,257.865,8.15558,0.332077046154
CH-Lae,2014-09-02,11.915,227.134,305.61,3.385,93.65,0.222,2.389,11.915,227.134,305.61,3.385,380.417,466.961958333,9.68369,0.51826104878
CH-Lae,2014-09-03,11.631,73.537,360.999,1.143,93.392,0.226,2.178,11.631,73.537,360.999,1.143,386.905,150.788791667,5.45985,0.606594595238
CH-Lae,2014-09-04,14.564,170.078,354.002,3.145,93.322,0,2.208,14.564,170.078,354.002,3.145,381.103,348.393833333,8.35027,0.471996739024
CH-Lae,2014-09-05,16.581,161.498,351.399,4.04,93.266,3.997,0.965,16.581,161.498,351.399,4.04,412.776,330.178333333,8.16069,0.216688445714
CH-Lae,2014-09-06,17.628,231.616,318.68,5.526,93.13,2.451,1.002,17.628,231.616,318.68,5.526,386.385,463.098521739,8.45503,0.27023305
CH-Lae,2014-09-07,17.933,240.357,314.474,6.044,93.193,1.196,1.439,17.933,240.357,314.474,6.044,388.861,500.541291667,6.96559,0.347803085
CH-Lae,2014-09-08,18.815,243.045,324.079,6.793,93.352,4.041,1.629,18.815,243.045,324.079,6.793,390.626,516.929041667,5.23779,0.390928939024
CH-Lae,2014-09-09,17.365,190.124,351.999,4.007,93.428,11.755,1.365,17.365,190.124,351.999,4.007,410.607,386.4770625,5.82343,0.351701175
CH-Lae,2014-09-10,14.458,156.829,343.126,3.157,93.241,1.909,1.739,14.458,156.829,343.126,3.157,399.195,318.7651875,6.61911,0.433862205128
CH-Lae,2014-09-11,11.146,128.291,323.771,3.106,93.161,2.56,2.193,11.146,128.291,323.771,3.106,382.87,259.995395833,4.15413,0.519251133333
CH-Lae,2014-09-12,8.262,50.609,347.518,0.403,93.389,5.118,1.972,8.262,50.609,347.518,0.403,487.998,109.892520833,NA,0.48133955
CH-Lae,2014-09-13,11.093,145.341,351.197,1.451,93.636,1.386,1.838,11.093,145.341,351.197,1.451,425.854,300.252583333,7.54501,0.424400165854
CH-Lae,2014-09-14,13.484,152.691,326.54,2.493,93.402,0.237,2.962,13.484,152.691,326.54,2.493,390.249,318.211958333,5.36061,0.502278363636
CH-Lae,2014-09-15,14.515,166.459,331.964,2.97,93.252,0,1.718,14.515,166.459,331.964,2.97,389.911,336.5889375,7.11522,0.341673276923
CH-Lae,2014-09-16,15.996,228.713,306.995,4.154,93.214,0.935,1.835,15.996,228.713,306.995,4.154,391.622,480.230208333,8.7756,0.319021657143
CH-Lae,2014-09-17,16.261,182.834,326.093,4.273,92.998,1.103,1.57,16.261,182.834,326.093,4.273,395.719,379.667125,9.14054,0.326638016667
CH-Lae,2014-09-18,16.54,99.592,344.024,3.78,93.036,0.546,1.26,16.54,99.592,344.024,3.78,411.193,208.6866875,8.62291,0.211534172727
CH-Lae,2014-09-19,16.796,126.339,357.982,4.199,93.239,1.182,1.13,16.796,126.339,357.982,4.199,423.414,261.790041667,8.5897,0.293750746875
CH-Lae,2014-09-20,15.893,149.197,350.859,3.038,93.387,8.42,2.213,15.893,149.197,350.859,3.038,429.48,311.2198125,7.37677,0.410919710526
CH-Lae,2014-09-21,12.888,88.656,371.544,0.756,93.393,16.005,2.618,12.888,88.656,371.544,0.756,477.398,186.988354167,1.81026,0.507388659574
CH-Lae,2014-09-22,9.447,145.079,327.238,2.42,93.599,3.65,1.391,9.447,145.079,327.238,2.42,396.805,289.682854167,6.61398,0.363657671429
CH-Lae,2014-09-23,8.221,235.825,239.862,3.777,93.494,0.006,3.403,8.221,235.825,239.862,3.777,378.785,481.277083333,6.74078,0.782756461538
CH-Lae,2014-09-24,9.597,162.455,303.065,2.396,93.146,4.169,2.275,9.597,162.455,303.065,2.396,410.728,330.580875,6.60074,0.505568731707
CH-Lae,2014-09-25,9.444,130.948,323.606,2.123,93.678,2.008,2.514,9.444,130.948,323.606,2.123,409.832,262.054729167,8.28783,0.462317461538
CH-Lae,2014-09-26,11.291,181.387,285.144,3.973,94.127,0,1.226,11.291,181.387,285.144,3.973,385.99,371.865520833,8.84131,0.26259025641
CH-Lae,2014-09-27,13.103,210.538,281.96,3.874,94.226,0,3.358,13.103,210.538,281.96,3.874,382.943,450.713479167,6.25506,0.62479125
CH-Lae,2014-09-28,14.173,177.744,302.289,3.195,94.185,0,0.95,14.173,177.744,302.289,3.195,388.668,371.289479167,8.33877,0.222855235714
CH-Lae,2014-09-29,15.904,185.76,314.197,5.298,94.196,0,1.317,15.904,185.76,314.197,5.298,386.891,395.5508125,9.45257,0.270468277083
CH-Lae,2014-09-30,14.24,58.781,361.605,1.888,94.242,3.348,1.133,14.24,58.781,361.605,1.888,389.241,129.277270833,6.62023,0.159829293478
CH-Lae,2014-10-01,14.079,95.324,364.878,1.774,94.257,1.651,1.232,14.079,95.324,364.878,1.774,399.342,194.591979167,7.41112,0.287961910417
CH-Lae,2014-10-02,12.864,139.887,305.219,1.977,94.273,0,2.869,12.864,139.887,305.219,1.977,398.064,291.065395833,7.21457,0.637020414634
CH-Lae,2014-10-03,11.191,82.726,330.895,1.274,93.977,0,2.648,11.191,82.726,330.895,1.274,407.229,166.727354167,6.24523,0.487999131579
CH-Lae,2014-10-04,11.401,107.117,320.688,1.392,93.45,0,1.262,11.401,107.117,320.688,1.392,397.267,215.223020833,7.3825,0.266454028571
CH-Lae,2014-10-05,11.864,151.13,322.872,1.298,93.219,0.824,1.624,11.864,151.13,322.872,1.298,413.157,308.175770833,8.0969,0.3279621
CH-Lae,2014-10-06,11.639,125.554,323.073,1.78,92.947,1.016,1.1,11.639,125.554,323.073,1.78,395.668,250.966625,7.51502,0.218195978571
CH-Lae,2014-10-07,11.881,85.136,353.756,1.972,92.811,2.841,2.389,11.881,85.136,353.756,1.972,439.636,175.9105,4.9892,0.485464141667
CH-Lae,2014-10-08,13.663,102.078,355.776,2.997,92.908,1.09,1.852,13.663,102.078,355.776,2.997,417.533,210.858104167,4.89696,0.313667513514
CH-Lae,2014-10-09,15.652,179.715,301.446,5.713,92.898,1.245,2.223,15.652,179.715,301.446,5.713,392.128,380.232,5.45919,0.45181145
CH-Lae,2014-10-10,14.212,109.143,344.151,2.726,93.197,2.446,2.833,14.212,109.143,344.151,2.726,413.168,231.179958333,5.19584,0.478254641026
CH-Lae,2014-10-11,12.376,58.551,368.157,0.763,93.204,5.482,1.45,12.376,58.551,368.157,0.763,426.024,126.48806383,3.93243,0.362389186486
CH-Lae,2014-10-12,12.694,114.118,314.379,1.759,92.919,0.24,2.405,12.694,114.118,314.379,1.759,395.282,241.508229167,2.64288,0.494548160606
CH-Lae,2014-10-13,11.599,25.441,349.667,0.951,92.756,10.905,1.866,11.599,25.441,349.667,0.951,452.285,60.8183333333,1.37445,0.392342368421
CH-Lae,2014-10-14,12.611,163.921,290.354,3.555,92.787,2.113,1.403,12.611,163.921,290.354,3.555,398.453,341.116791667,4.01014,0.221528048387
CH-Lae,2014-10-15,11.997,117.461,340.503,1.802,92.69,1.386,1.809,11.997,117.461,340.503,1.802,464.37,243.781104167,3.93297,0.284954717949
CH-Lae,2014-10-16,11.669,47.067,354.598,1.188,92.825,4.002,2.635,11.669,47.067,354.598,1.188,425.943,103.879,2.71122,0.486949952778
CH-Lae,2014-10-17,12.829,129.74,324.256,2.068,93.272,11.207,3.164,12.829,129.74,324.256,2.068,431.763,265.537416667,3.62103,0.612711902439
CH-Lae,2014-10-18,13.915,162.223,279.283,3.719,93.873,0,1.012,13.915,162.223,279.283,3.719,399.764,343.324354167,3.13756,0.167918041463
CH-Lae,2014-10-19,14.657,156.117,283.214,4.282,93.971,0,2.678,14.657,156.117,283.214,4.282,399.492,328.7404375,1.0458,0.491884989474
